suite,op,phase,dtype,backend,profile,shape,warmups,runs,median_ms,iqr_ms,status
small,matmul,primal,f64,system-openblas,quick,2x2,3,7,0.002375,0.000958,ok
small,einsum_ij_jk_ik,primal,f64,system-openblas,quick,2x2,3,7,0.036541,0.007625,ok
small,svd,primal,f64,system-openblas,quick,2x2,3,7,0.004167,0.000208,ok
small,qr,primal,f64,system-openblas,quick,2x2,3,7,0.003583,0.000209,ok
small,eigh,primal,f64,system-openblas,quick,2x2,3,7,0.003417,0.000251,ok
small,solve,primal,f64,system-openblas,quick,"2x2,rhs=1",3,7,0.003750,0.000083,ok
small,solve,primal,f64,system-openblas,quick,"2x2,rhs=4",3,7,0.003750,0.000082,ok
small,grad_sum_matmul,backward,f64,system-openblas,quick,2x2,3,7,0.029250,0.002833,ok
small,grad_sum_svd_s,backward,f64,system-openblas,quick,2x2,3,7,0.043500,0.003125,ok
small,grad_sum_solve,backward,f64,system-openblas,quick,"2x2,rhs=1",3,7,0.030334,0.000541,ok
small,matmul,primal,f64,system-openblas,quick,4x4,3,7,0.002000,0.000208,ok
small,einsum_ij_jk_ik,primal,f64,system-openblas,quick,4x4,3,7,0.015542,0.000542,ok
small,svd,primal,f64,system-openblas,quick,4x4,3,7,0.003458,0.000084,ok
small,qr,primal,f64,system-openblas,quick,4x4,3,7,0.002083,0.000083,ok
small,eigh,primal,f64,system-openblas,quick,4x4,3,7,0.002708,0.000000,ok
small,solve,primal,f64,system-openblas,quick,"4x4,rhs=1",3,7,0.002291,0.000042,ok
small,solve,primal,f64,system-openblas,quick,"4x4,rhs=4",3,7,0.002250,0.000042,ok
small,grad_sum_matmul,backward,f64,system-openblas,quick,4x4,3,7,0.045792,0.000917,ok
small,grad_sum_svd_s,backward,f64,system-openblas,quick,4x4,3,7,0.044542,0.000208,ok
small,grad_sum_solve,backward,f64,system-openblas,quick,"4x4,rhs=1",3,7,0.030750,0.000208,ok
small,matmul,primal,f64,system-openblas,quick,8x8,3,7,0.002125,0.000041,ok
small,einsum_ij_jk_ik,primal,f64,system-openblas,quick,8x8,3,7,0.026334,0.000417,ok
small,svd,primal,f64,system-openblas,quick,8x8,3,7,0.013458,0.000167,ok
small,qr,primal,f64,system-openblas,quick,8x8,3,7,0.004542,0.000084,ok
small,eigh,primal,f64,system-openblas,quick,8x8,3,7,0.009125,0.000125,ok
small,solve,primal,f64,system-openblas,quick,"8x8,rhs=1",3,7,0.004834,0.000125,ok
small,solve,primal,f64,system-openblas,quick,"8x8,rhs=4",3,7,0.004875,0.000083,ok
small,grad_sum_matmul,backward,f64,system-openblas,quick,8x8,3,7,0.040208,0.001292,ok
small,grad_sum_svd_s,backward,f64,system-openblas,quick,8x8,3,7,0.073208,0.000376,ok
small,grad_sum_solve,backward,f64,system-openblas,quick,"8x8,rhs=1",3,7,0.031375,0.001584,ok
large,matmul,primal,f64,system-openblas,quick,128x128,3,7,0.153375,0.007459,ok
large,matmul,primal,f64,system-openblas,quick,256x256,3,7,0.989166,0.134708,ok
large,matmul_rect,primal,f64,system-openblas,quick,256x1024 * 1024x256,3,7,3.073833,0.165958,ok
