suite,benchmark,dtype,threads,shape,backend,median_ms,iqr_ms,status,notes
cpu/elementwise_reduction,add,f64,4,"33554432",tenferro-direct,2.586167,0.299292,ok,"binary elementwise"
cpu/elementwise_reduction,add,f64,4,"33554432",tenferro-trace,2.591083,0.195334,ok,"binary elementwise"
cpu/elementwise_reduction,sub,f64,4,"33554432",tenferro-direct,2.436459,0.127709,ok,"binary elementwise"
cpu/elementwise_reduction,sub,f64,4,"33554432",tenferro-trace,2.560333,0.145792,ok,"binary elementwise"
cpu/elementwise_reduction,mul,f64,4,"33554432",tenferro-direct,2.798958,0.043292,ok,"binary elementwise"
cpu/elementwise_reduction,mul,f64,4,"33554432",tenferro-trace,2.858917,0.076166,ok,"binary elementwise"
cpu/elementwise_reduction,div,f64,4,"33554432",tenferro-direct,2.449334,0.121458,ok,"binary elementwise"
cpu/elementwise_reduction,div,f64,4,"33554432",tenferro-trace,2.476042,0.112458,ok,"binary elementwise"
cpu/elementwise_reduction,neg,f64,4,"33554432",tenferro-direct,1.574083,0.030917,ok,"unary elementwise"
cpu/elementwise_reduction,neg,f64,4,"33554432",tenferro-trace,1.577417,0.026500,ok,"unary elementwise"
cpu/elementwise_reduction,abs,f64,4,"33554432",tenferro-direct,1.563834,0.027084,ok,"unary elementwise"
cpu/elementwise_reduction,abs,f64,4,"33554432",tenferro-trace,1.563042,0.025500,ok,"unary elementwise"
cpu/elementwise_reduction,sign,f64,4,"33554432",tenferro-direct,3.172875,0.087834,ok,"unary elementwise"
cpu/elementwise_reduction,sign,f64,4,"33554432",tenferro-trace,3.174292,0.054958,ok,"unary elementwise"
cpu/elementwise_reduction,maximum,f64,4,"33554432",tenferro-direct,2.516250,0.084124,ok,"binary elementwise"
cpu/elementwise_reduction,maximum,f64,4,"33554432",tenferro-trace,2.477542,0.124083,ok,"binary elementwise"
cpu/elementwise_reduction,minimum,f64,4,"33554432",tenferro-direct,2.542875,0.042749,ok,"binary elementwise"
cpu/elementwise_reduction,minimum,f64,4,"33554432",tenferro-trace,2.544125,0.026334,ok,"binary elementwise"
cpu/elementwise_reduction,compare_lt,f64,4,"33554432",tenferro-direct,2.067000,0.037584,ok,"ordered compare"
cpu/elementwise_reduction,compare_lt,f64,4,"33554432",tenferro-trace,2.081583,0.028416,ok,"ordered compare"
