suite,benchmark,dtype,threads,shape,backend,median_ms,iqr_ms,status
small,matmul,f64,4,2x2,tenferro-eager,0.044375,0.007666,ok
small,einsum_ij_jk_ik,f64,4,2x2,tenferro-eager,0.042833,0.006500,ok
small,svd,f64,4,2x2,tenferro-eager,0.033291,0.008875,ok
small,qr,f64,4,2x2,tenferro-eager,0.030541,0.005833,ok
small,eigh,f64,4,2x2,tenferro-eager,0.031583,0.005001,ok
small,solve,f64,4,"2x2,rhs=1",tenferro-eager,0.043000,0.006875,ok
small,solve,f64,4,"2x2,rhs=4",tenferro-eager,0.039458,0.004583,ok
small,grad_sum_matmul_backward,f64,4,2x2,tenferro-eager,0.205916,0.020959,ok
small,grad_sum_svd_s_backward,f64,4,2x2,tenferro-eager,0.183833,0.011000,ok
small,grad_sum_solve_backward,f64,4,"2x2,rhs=1",tenferro-eager,0.292208,0.014916,ok
small,matmul,f64,4,4x4,tenferro-eager,0.036250,0.005417,ok
small,einsum_ij_jk_ik,f64,4,4x4,tenferro-eager,0.049375,0.010000,ok
small,svd,f64,4,4x4,tenferro-eager,0.035083,0.009751,ok
small,qr,f64,4,4x4,tenferro-eager,0.028750,0.005042,ok
small,eigh,f64,4,4x4,tenferro-eager,0.028833,0.004625,ok
small,solve,f64,4,"4x4,rhs=1",tenferro-eager,0.041875,0.002292,ok
small,solve,f64,4,"4x4,rhs=4",tenferro-eager,0.040958,0.002625,ok
small,grad_sum_matmul_backward,f64,4,4x4,tenferro-eager,0.201625,0.019874,ok
small,grad_sum_svd_s_backward,f64,4,4x4,tenferro-eager,0.184250,0.034250,ok
small,grad_sum_solve_backward,f64,4,"4x4,rhs=1",tenferro-eager,0.300833,0.028958,ok
small,matmul,f64,4,8x8,tenferro-eager,0.039166,0.006542,ok
small,einsum_ij_jk_ik,f64,4,8x8,tenferro-eager,0.038042,0.004209,ok
small,svd,f64,4,8x8,tenferro-eager,0.037250,0.003292,ok
small,qr,f64,4,8x8,tenferro-eager,0.031250,0.002833,ok
small,eigh,f64,4,8x8,tenferro-eager,0.031625,0.003042,ok
small,solve,f64,4,"8x8,rhs=1",tenferro-eager,0.039500,0.003293,ok
small,solve,f64,4,"8x8,rhs=4",tenferro-eager,0.040500,0.003500,ok
small,grad_sum_matmul_backward,f64,4,8x8,tenferro-eager,0.218125,0.016625,ok
small,grad_sum_svd_s_backward,f64,4,8x8,tenferro-eager,0.176459,0.010833,ok
small,grad_sum_solve_backward,f64,4,"8x8,rhs=1",tenferro-eager,0.316334,0.077000,ok
small,matmul,f64,4,16x16,tenferro-eager,0.042125,0.007708,ok
small,einsum_ij_jk_ik,f64,4,16x16,tenferro-eager,0.041584,0.003833,ok
small,svd,f64,4,16x16,tenferro-eager,0.050042,0.003584,ok
small,qr,f64,4,16x16,tenferro-eager,0.030125,0.003458,ok
small,eigh,f64,4,16x16,tenferro-eager,0.038625,0.003292,ok
small,solve,f64,4,"16x16,rhs=1",tenferro-eager,0.045458,0.005750,ok
small,solve,f64,4,"16x16,rhs=4",tenferro-eager,0.043542,0.003541,ok
small,grad_sum_matmul_backward,f64,4,16x16,tenferro-eager,0.214208,0.031750,ok
small,grad_sum_svd_s_backward,f64,4,16x16,tenferro-eager,0.210125,0.013542,ok
small,grad_sum_solve_backward,f64,4,"16x16,rhs=1",tenferro-eager,0.297208,0.022291,ok
small,matmul,f64,4,32x32,tenferro-eager,0.041375,0.006500,ok
small,einsum_ij_jk_ik,f64,4,32x32,tenferro-eager,0.041834,0.005959,ok
small,svd,f64,4,32x32,tenferro-eager,0.104292,0.013792,ok
small,qr,f64,4,32x32,tenferro-eager,0.042083,0.009625,ok
small,eigh,f64,4,32x32,tenferro-eager,0.074292,0.007167,ok
small,solve,f64,4,"32x32,rhs=1",tenferro-eager,0.052750,0.004249,ok
small,solve,f64,4,"32x32,rhs=4",tenferro-eager,0.051041,0.002166,ok
small,grad_sum_matmul_backward,f64,4,32x32,tenferro-eager,0.212125,0.021375,ok
small,grad_sum_svd_s_backward,f64,4,32x32,tenferro-eager,0.309125,0.013791,ok
small,grad_sum_solve_backward,f64,4,"32x32,rhs=1",tenferro-eager,0.322500,0.024375,ok
large,matmul,f64,4,128x128,tenferro-eager,0.064083,0.005542,ok
large,matmul,f64,4,256x256,tenferro-eager,0.192667,0.009542,ok
large,matmul,f64,4,512x512,tenferro-eager,0.915000,0.074876,ok
large,matmul,f64,4,1024x1024,tenferro-eager,6.702625,0.350500,ok
large,matmul_rect,f64,4,1024x256 * 256x1024,tenferro-eager,1.641625,0.101208,ok
large,matmul_rect,f64,4,256x1024 * 1024x256,tenferro-eager,0.561750,0.044376,ok
large,svd,f64,4,64x64,tenferro-eager,0.321542,0.011332,ok
large,qr,f64,4,64x64,tenferro-eager,0.098959,0.004833,ok
large,eigh,f64,4,64x64,tenferro-eager,0.297417,0.009874,ok
large,solve,f64,4,"64x64,rhs=1",tenferro-eager,0.114167,0.012416,ok
large,solve,f64,4,"64x64,rhs=16",tenferro-eager,0.113292,0.002709,ok
large,solve,f64,4,"64x64,rhs=64",tenferro-eager,0.124958,0.015583,ok
large,svd,f64,4,128x128,tenferro-eager,1.267417,0.053834,ok
large,qr,f64,4,128x128,tenferro-eager,0.422417,0.009834,ok
large,eigh,f64,4,128x128,tenferro-eager,1.164459,0.023751,ok
large,solve,f64,4,"128x128,rhs=1",tenferro-eager,0.601042,0.035249,ok
large,solve,f64,4,"128x128,rhs=16",tenferro-eager,0.610000,0.026125,ok
large,solve,f64,4,"128x128,rhs=64",tenferro-eager,0.634625,0.027416,ok
large,svd,f64,4,256x256,tenferro-eager,5.059458,0.047584,ok
large,qr,f64,4,256x256,tenferro-eager,1.276458,0.040458,ok
large,eigh,f64,4,256x256,tenferro-eager,8.977791,1.707917,ok
large,solve,f64,4,"256x256,rhs=1",tenferro-eager,5.482959,0.088334,ok
large,solve,f64,4,"256x256,rhs=16",tenferro-eager,5.657958,0.079376,ok
large,solve,f64,4,"256x256,rhs=64",tenferro-eager,5.636333,0.176417,ok
large,grad_sum_matmul,f64,4,64x64,tenferro-eager,0.051333,0.004333,ok
large,grad_sum_matmul_backward,f64,4,64x64,tenferro-eager,0.264166,0.042667,ok
large,grad_sum_svd_s_backward,f64,4,64x64,tenferro-eager,0.763250,0.034875,ok
large,grad_sum_solve_backward,f64,4,"64x64,rhs=1",tenferro-eager,0.438667,0.031126,ok
large,grad_sum_matmul,f64,4,128x128,tenferro-eager,0.073792,0.005375,ok
large,grad_sum_matmul_backward,f64,4,128x128,tenferro-eager,0.275584,0.016957,ok
large,grad_sum_svd_s_backward,f64,4,128x128,tenferro-eager,2.673833,0.083167,ok
large,grad_sum_solve_backward,f64,4,"128x128,rhs=1",tenferro-eager,1.093750,0.038751,ok
batched,batched_matmul_ikb_kjb_ijb,f64,4,2x2xbatch16 (native batch layout),tenferro-eager,0.039792,0.007833,ok
batched,batched_svd,f64,4,2x2xbatch16 (native batch layout),tenferro-eager,0.057625,0.003876,ok
batched,batched_qr,f64,4,2x2xbatch16 (native batch layout),tenferro-eager,0.045375,0.002666,ok
batched,batched_eigh,f64,4,2x2xbatch16 (native batch layout),tenferro-eager,0.046167,0.002500,ok
batched,batched_solve,f64,4,"2x2xbatch16 (native batch layout),rhs=1",tenferro-eager,0.056750,0.005167,ok
batched,grad_sum_batched_matmul_backward,f64,4,2x2xbatch16 (native batch layout),tenferro-eager,0.211791,0.020792,ok
batched,grad_sum_batched_solve_backward,f64,4,"2x2xbatch16 (native batch layout),rhs=1",tenferro-eager,0.362042,0.013375,ok
batched,batched_matmul_ikb_kjb_ijb,f64,4,4x4xbatch16 (native batch layout),tenferro-eager,0.043417,0.012542,ok
batched,batched_svd,f64,4,4x4xbatch16 (native batch layout),tenferro-eager,0.075334,0.008125,ok
batched,batched_qr,f64,4,4x4xbatch16 (native batch layout),tenferro-eager,0.050458,0.013708,ok
batched,batched_eigh,f64,4,4x4xbatch16 (native batch layout),tenferro-eager,0.052209,0.004666,ok
batched,batched_solve,f64,4,"4x4xbatch16 (native batch layout),rhs=1",tenferro-eager,0.054083,0.003417,ok
