suite,benchmark,dtype,threads,shape,backend,median_ms,iqr_ms,status,notes
cpu/elementwise_reduction,add,f64,1,33554432,tenferro-eager,6.820334,0.105958,ok,binary elementwise
cpu/elementwise_reduction,add,f64,1,33554432,tenferro-trace,6.923125,0.143416,ok,binary elementwise
cpu/elementwise_reduction,sub,f64,1,33554432,tenferro-eager,6.742541,0.073958,ok,binary elementwise
cpu/elementwise_reduction,sub,f64,1,33554432,tenferro-trace,6.896500,0.090250,ok,binary elementwise
cpu/elementwise_reduction,mul,f64,1,33554432,tenferro-eager,6.872000,0.094084,ok,binary elementwise
cpu/elementwise_reduction,mul,f64,1,33554432,tenferro-trace,7.057708,0.155708,ok,binary elementwise
cpu/elementwise_reduction,div,f64,1,33554432,tenferro-eager,6.780667,0.127749,ok,binary elementwise
cpu/elementwise_reduction,div,f64,1,33554432,tenferro-trace,6.901375,0.113917,ok,binary elementwise
cpu/elementwise_reduction,neg,f64,1,33554432,tenferro-eager,4.524000,0.105917,ok,unary elementwise
cpu/elementwise_reduction,neg,f64,1,33554432,tenferro-trace,4.567500,0.126375,ok,unary elementwise
cpu/elementwise_reduction,abs,f64,1,33554432,tenferro-eager,4.522875,0.103625,ok,unary elementwise
cpu/elementwise_reduction,abs,f64,1,33554432,tenferro-trace,4.574917,0.033375,ok,unary elementwise
cpu/elementwise_reduction,sign,f64,1,33554432,tenferro-eager,5.211583,0.088625,ok,unary elementwise
cpu/elementwise_reduction,sign,f64,1,33554432,tenferro-trace,5.271250,0.053334,ok,unary elementwise
cpu/elementwise_reduction,maximum,f64,1,33554432,tenferro-eager,6.731875,0.087792,ok,binary elementwise
cpu/elementwise_reduction,maximum,f64,1,33554432,tenferro-trace,6.808833,0.084375,ok,binary elementwise
cpu/elementwise_reduction,minimum,f64,1,33554432,tenferro-eager,6.763875,0.071208,ok,binary elementwise
cpu/elementwise_reduction,minimum,f64,1,33554432,tenferro-trace,6.847167,0.132168,ok,binary elementwise
cpu/elementwise_reduction,compare_lt,f64,1,33554432,tenferro-eager,5.374666,0.106917,ok,ordered compare
cpu/elementwise_reduction,compare_lt,f64,1,33554432,tenferro-trace,5.421416,0.075709,ok,ordered compare
cpu/elementwise_reduction,select,f64,1,33554432,tenferro-eager,8.150625,0.096207,ok,ternary select
cpu/elementwise_reduction,select,f64,1,33554432,tenferro-trace,8.171834,0.132042,ok,ternary select
