suite,benchmark,dtype,threads,shape,backend,median_ms,iqr_ms,status,notes
cpu/elementwise_reduction,add,f64,1,"33554432",tenferro-direct,6.514958,0.103083,ok,"binary elementwise"
cpu/elementwise_reduction,add,f64,1,"33554432",tenferro-trace,6.542250,0.073834,ok,"binary elementwise"
cpu/elementwise_reduction,sub,f64,1,"33554432",tenferro-direct,6.522959,0.020041,ok,"binary elementwise"
cpu/elementwise_reduction,sub,f64,1,"33554432",tenferro-trace,6.668167,0.238333,ok,"binary elementwise"
cpu/elementwise_reduction,mul,f64,1,"33554432",tenferro-direct,6.679042,0.091958,ok,"binary elementwise"
cpu/elementwise_reduction,mul,f64,1,"33554432",tenferro-trace,6.730750,0.080042,ok,"binary elementwise"
cpu/elementwise_reduction,div,f64,1,"33554432",tenferro-direct,6.537875,0.103375,ok,"binary elementwise"
cpu/elementwise_reduction,div,f64,1,"33554432",tenferro-trace,6.687750,0.271500,ok,"binary elementwise"
cpu/elementwise_reduction,neg,f64,1,"33554432",tenferro-direct,4.365375,0.038499,ok,"unary elementwise"
cpu/elementwise_reduction,neg,f64,1,"33554432",tenferro-trace,4.358792,0.040500,ok,"unary elementwise"
cpu/elementwise_reduction,abs,f64,1,"33554432",tenferro-direct,4.347792,0.011499,ok,"unary elementwise"
cpu/elementwise_reduction,abs,f64,1,"33554432",tenferro-trace,4.403667,0.074833,ok,"unary elementwise"
cpu/elementwise_reduction,sign,f64,1,"33554432",tenferro-direct,5.067583,0.035750,ok,"unary elementwise"
cpu/elementwise_reduction,sign,f64,1,"33554432",tenferro-trace,5.074459,0.055125,ok,"unary elementwise"
cpu/elementwise_reduction,maximum,f64,1,"33554432",tenferro-direct,6.563209,0.157834,ok,"binary elementwise"
cpu/elementwise_reduction,maximum,f64,1,"33554432",tenferro-trace,6.539875,0.098625,ok,"binary elementwise"
cpu/elementwise_reduction,minimum,f64,1,"33554432",tenferro-direct,6.548959,0.021167,ok,"binary elementwise"
cpu/elementwise_reduction,minimum,f64,1,"33554432",tenferro-trace,6.630417,0.096334,ok,"binary elementwise"
cpu/elementwise_reduction,compare_lt,f64,1,"33554432",tenferro-direct,5.154916,0.044834,ok,"ordered compare"
cpu/elementwise_reduction,compare_lt,f64,1,"33554432",tenferro-trace,5.213125,0.081334,ok,"ordered compare"
cpu/elementwise_reduction,select,f64,1,"33554432",tenferro-direct,7.843667,0.091166,ok,"ternary select"
cpu/elementwise_reduction,select,f64,1,"33554432",tenferro-trace,7.841208,0.121834,ok,"ternary select"
cpu/elementwise_reduction,sqrt,f64,1,"33554432",tenferro-direct,7.747250,0.078959,ok,"analytic unary"
cpu/elementwise_reduction,sqrt,f64,1,"33554432",tenferro-trace,7.708417,0.249167,ok,"analytic unary"
cpu/elementwise_reduction,rsqrt,f64,1,"33554432",tenferro-direct,11.629875,0.301000,ok,"analytic unary"
cpu/elementwise_reduction,rsqrt,f64,1,"33554432",tenferro-trace,11.627458,0.691958,ok,"analytic unary"
cpu/elementwise_reduction,rem,f64,1,"8388608",tenferro-direct,16.797333,0.477000,ok,"binary elementwise"
cpu/elementwise_reduction,rem,f64,1,"8388608",tenferro-trace,16.310291,0.618126,ok,"binary elementwise"
cpu/elementwise_reduction,clamp,f64,1,"8388608",tenferro-direct,2.824542,0.049251,ok,"clamp with tensor bounds"
cpu/elementwise_reduction,clamp,f64,1,"8388608",tenferro-trace,2.923292,0.131333,ok,"clamp with tensor bounds"
cpu/elementwise_reduction,exp,f64,1,"8388608",tenferro-direct,16.727958,0.152875,ok,"analytic unary"
cpu/elementwise_reduction,exp,f64,1,"8388608",tenferro-trace,16.726500,0.321292,ok,"analytic unary"
cpu/elementwise_reduction,log,f64,1,"8388608",tenferro-direct,15.286208,0.154292,ok,"analytic unary"
cpu/elementwise_reduction,log,f64,1,"8388608",tenferro-trace,15.300875,0.178708,ok,"analytic unary"
cpu/elementwise_reduction,sin,f64,1,"8388608",tenferro-direct,14.726500,0.563792,ok,"analytic unary"
cpu/elementwise_reduction,sin,f64,1,"8388608",tenferro-trace,14.812750,0.501292,ok,"analytic unary"
cpu/elementwise_reduction,cos,f64,1,"8388608",tenferro-direct,15.984000,0.984834,ok,"analytic unary"
