suite,benchmark,dtype,threads,shape,backend,median_ms,iqr_ms,status,notes
cpu/elementwise_reduction,add,f64,4,"33554432",tenferro-direct,2.576292,0.137666,ok,"binary elementwise"
cpu/elementwise_reduction,add,f64,4,"33554432",tenferro-trace,2.604959,0.153959,ok,"binary elementwise"
cpu/elementwise_reduction,sub,f64,4,"33554432",tenferro-direct,2.466875,0.098875,ok,"binary elementwise"
cpu/elementwise_reduction,sub,f64,4,"33554432",tenferro-trace,2.530375,0.029249,ok,"binary elementwise"
cpu/elementwise_reduction,mul,f64,4,"33554432",tenferro-direct,2.731250,0.034750,ok,"binary elementwise"
cpu/elementwise_reduction,mul,f64,4,"33554432",tenferro-trace,2.763250,0.110917,ok,"binary elementwise"
cpu/elementwise_reduction,div,f64,4,"33554432",tenferro-direct,2.513833,0.106958,ok,"binary elementwise"
cpu/elementwise_reduction,div,f64,4,"33554432",tenferro-trace,2.537583,0.075292,ok,"binary elementwise"
cpu/elementwise_reduction,neg,f64,4,"33554432",tenferro-direct,1.560417,0.017333,ok,"unary elementwise"
cpu/elementwise_reduction,neg,f64,4,"33554432",tenferro-trace,1.582084,0.022166,ok,"unary elementwise"
cpu/elementwise_reduction,abs,f64,4,"33554432",tenferro-direct,1.560291,0.026042,ok,"unary elementwise"
cpu/elementwise_reduction,abs,f64,4,"33554432",tenferro-trace,1.563375,0.017000,ok,"unary elementwise"
cpu/elementwise_reduction,sign,f64,4,"33554432",tenferro-direct,3.203709,0.024834,ok,"unary elementwise"
cpu/elementwise_reduction,sign,f64,4,"33554432",tenferro-trace,3.102750,0.050041,ok,"unary elementwise"
cpu/elementwise_reduction,maximum,f64,4,"33554432",tenferro-direct,2.534958,0.112584,ok,"binary elementwise"
cpu/elementwise_reduction,maximum,f64,4,"33554432",tenferro-trace,2.516666,0.066375,ok,"binary elementwise"
cpu/elementwise_reduction,minimum,f64,4,"33554432",tenferro-direct,2.526042,0.017583,ok,"binary elementwise"
cpu/elementwise_reduction,minimum,f64,4,"33554432",tenferro-trace,2.523959,0.010500,ok,"binary elementwise"
cpu/elementwise_reduction,compare_lt,f64,4,"33554432",tenferro-direct,2.049000,0.039917,ok,"ordered compare"
cpu/elementwise_reduction,compare_lt,f64,4,"33554432",tenferro-trace,2.055083,0.023708,ok,"ordered compare"
cpu/elementwise_reduction,select,f64,4,"33554432",tenferro-direct,3.347208,0.044291,ok,"ternary select"
cpu/elementwise_reduction,select,f64,4,"33554432",tenferro-trace,3.525834,0.069625,ok,"ternary select"
cpu/elementwise_reduction,sqrt,f64,4,"33554432",tenferro-direct,2.008583,0.043793,ok,"analytic unary"
cpu/elementwise_reduction,sqrt,f64,4,"33554432",tenferro-trace,2.026459,0.029083,ok,"analytic unary"
cpu/elementwise_reduction,rsqrt,f64,4,"33554432",tenferro-direct,3.128500,0.299833,ok,"analytic unary"
cpu/elementwise_reduction,rsqrt,f64,4,"33554432",tenferro-trace,3.074792,0.012374,ok,"analytic unary"
cpu/elementwise_reduction,rem,f64,4,"8388608",tenferro-direct,4.346209,0.731125,ok,"binary elementwise"
cpu/elementwise_reduction,rem,f64,4,"8388608",tenferro-trace,4.065333,0.036001,ok,"binary elementwise"
cpu/elementwise_reduction,clamp,f64,4,"8388608",tenferro-direct,1.543125,0.058167,ok,"clamp with tensor bounds"
cpu/elementwise_reduction,clamp,f64,4,"8388608",tenferro-trace,1.549042,0.053458,ok,"clamp with tensor bounds"
cpu/elementwise_reduction,exp,f64,4,"8388608",tenferro-direct,4.086875,0.048042,ok,"analytic unary"
cpu/elementwise_reduction,exp,f64,4,"8388608",tenferro-trace,4.100792,0.025166,ok,"analytic unary"
cpu/elementwise_reduction,log,f64,4,"8388608",tenferro-direct,4.048708,0.054416,ok,"analytic unary"
cpu/elementwise_reduction,log,f64,4,"8388608",tenferro-trace,4.120375,0.082834,ok,"analytic unary"
cpu/elementwise_reduction,sin,f64,4,"8388608",tenferro-direct,3.815833,0.111292,ok,"analytic unary"
cpu/elementwise_reduction,sin,f64,4,"8388608",tenferro-trace,3.892292,0.389417,ok,"analytic unary"
cpu/elementwise_reduction,cos,f64,4,"8388608",tenferro-direct,4.112958,0.146334,ok,"analytic unary"
cpu/elementwise_reduction,cos,f64,4,"8388608",tenferro-trace,4.092041,0.183166,ok,"analytic unary"
cpu/elementwise_reduction,tanh,f64,4,"8388608",tenferro-direct,5.511709,0.138208,ok,"analytic unary"
cpu/elementwise_reduction,tanh,f64,4,"8388608",tenferro-trace,5.536167,0.027292,ok,"analytic unary"
cpu/elementwise_reduction,pow,f64,4,"4194304",tenferro-direct,5.059708,0.507792,ok,"binary analytic"
cpu/elementwise_reduction,pow,f64,4,"4194304",tenferro-trace,4.861250,0.328375,ok,"binary analytic"
cpu/elementwise_reduction,expm1,f64,4,"4194304",tenferro-direct,2.174458,0.027541,ok,"analytic unary"
cpu/elementwise_reduction,expm1,f64,4,"4194304",tenferro-trace,2.153833,0.015125,ok,"analytic unary"
cpu/elementwise_reduction,log1p,f64,4,"4194304",tenferro-direct,2.723292,0.075416,ok,"analytic unary"
